case_id,case_type,difficulty,ai_correct
CASE000856,routine,-0.307,1
CASE000857,routine,0.23,1
CASE000858,routine,-0.334,1
CASE000859,routine,-0.362,1
CASE000860,routine,0.035,1
CASE000861,routine,-0.6,1
CASE000862,routine,-1.009,1
CASE000863,ambiguous,-0.131,1
CASE000864,routine,-0.565,1
CASE000865,ambiguous,0.716,1
CASE000866,atypical,1.632,1
CASE000867,routine,-0.302,1
CASE000868,ambiguous,0.843,1
CASE000869,ambiguous,0.517,1
CASE000870,routine,-0.143,1
CASE000871,ambiguous,0.338,1
CASE000872,routine,-0.604,1
CASE000873,routine,-0.109,1
CASE000874,ambiguous,0.719,1
CASE000875,routine,-0.331,1
CASE000876,routine,-0.495,1
CASE000877,routine,-0.809,1
CASE000878,ambiguous,0.403,0
CASE000879,routine,-0.89,1
CASE000880,routine,0.099,1
CASE000881,routine,-0.684,1
CASE000882,routine,0.016,1
CASE000883,routine,-0.329,1
CASE000884,routine,0.479,1
CASE000885,ambiguous,0.685,1
CASE000886,routine,-0.16,1
CASE000887,routine,0.009,1
CASE000888,routine,-0.262,1
CASE000889,ambiguous,0.989,1
CASE000890,routine,-0.52,1
CASE000891,ambiguous,1.148,1
CASE000892,ambiguous,0.337,1
CASE000893,routine,-0.23,0
CASE000894,atypical,1.15,0
CASE000895,routine,-0.343,1
CASE000896,routine,-0.223,1
CASE000897,ambiguous,0.741,1
CASE000898,routine,-0.172,1
CASE000899,ambiguous,-0.083,0
CASE000900,routine,-0.586,1
CASE000901,routine,-0.897,1
CASE000902,ambiguous,0.144,1
CASE000903,routine,-0.587,0
CASE000904,routine,-0.364,1
CASE000905,routine,-0.19,1
CASE000906,routine,-0.603,1
CASE000907,routine,0.02,1
CASE000908,routine,-0.324,0
CASE000909,routine,-0.502,1
CASE000910,routine,0.162,1
CASE000911,ambiguous,0.143,0
CASE000912,routine,-0.237,1
CASE000913,routine,-0.534,1
CASE000914,routine,-0.667,1
CASE000915,ambiguous,0.906,1
CASE000916,routine,-0.205,1
CASE000917,routine,-1.055,1
CASE000918,routine,-0.302,1
CASE000919,routine,-0.137,1
CASE000920,routine,-0.342,1
CASE000921,routine,-0.395,1
CASE000922,routine,-0.308,1
CASE000923,routine,-0.418,1
CASE000924,atypical,1.697,1
CASE000925,routine,0.289,1
CASE000926,routine,-0.679,1
CASE000927,routine,-0.385,1
CASE000928,routine,-0.981,1
CASE000929,routine,-0.188,1
CASE000930,atypical,0.678,1
CASE000931,routine,-0.815,1
CASE000932,routine,-0.187,1
CASE000933,routine,-0.362,1
CASE000934,routine,-0.328,1
CASE000935,routine,-0.219,1
CASE000936,atypical,1.188,1
CASE000937,routine,-0.091,1
CASE000938,atypical,1.633,1
CASE000939,routine,-0.908,1
CASE000940,routine,-0.649,1
CASE000941,routine,-0.092,1
CASE000942,routine,-0.295,1
CASE000943,routine,-0.682,1
CASE000944,routine,-0.332,1
CASE000945,ambiguous,0.502,0
CASE000946,routine,-0.484,1
CASE000947,routine,-0.128,1
CASE000948,ambiguous,0.822,0
CASE000949,ambiguous,0.814,1
CASE000950,routine,0.16,1
CASE000951,ambiguous,0.592,1
CASE000952,routine,-0.241,1
CASE000953,ambiguous,0.414,1
CASE000954,routine,-1.04,1
CASE000955,routine,-0.73,1
CASE000956,routine,-0.652,1
CASE000957,routine,-1.098,1
CASE000958,routine,-0.359,1
CASE000959,routine,-0.821,1
CASE000960,ambiguous,0.292,1
CASE000961,ambiguous,0.31,0
CASE000962,routine,-0.602,1
CASE000963,routine,-0.379,1
CASE000964,routine,-0.746,1
CASE000965,routine,0.218,1
CASE000966,atypical,1.077,1
CASE000967,routine,-0.218,1
CASE000968,routine,-0.813,1
CASE000969,routine,-0.511,1
CASE000970,atypical,1.062,0
CASE000971,routine,-1.047,1
CASE000972,routine,-0.484,1
CASE000973,routine,-0.882,1
CASE000974,routine,-0.165,1
CASE000975,routine,-0.649,1
CASE000976,routine,-0.71,1
CASE000977,routine,-0.427,1
CASE000978,routine,-0.477,1
CASE000979,routine,-1.046,1
CASE000980,routine,-0.295,0
CASE000981,routine,-0.242,1
CASE000982,atypical,0.576,0
CASE000983,routine,-0.41,1
CASE000984,routine,-0.433,1
CASE000985,routine,-0.494,1
CASE000986,ambiguous,0.587,1
CASE000987,routine,-0.286,1
CASE000988,routine,-0.252,1
CASE000989,routine,-0.601,1
CASE000990,routine,-0.663,0
CASE000991,routine,-0.601,1
CASE000992,routine,0.217,1
CASE000993,ambiguous,0.745,0
CASE000994,atypical,1.133,1
CASE000995,routine,-0.347,1
CASE000996,routine,-0.472,1
CASE000997,ambiguous,0.175,1
CASE000998,routine,0.075,1
CASE000999,routine,-0.42,1
CASE001000,atypical,1.463,0
CASE001001,atypical,1.612,1
CASE001002,routine,-0.744,1
CASE001003,ambiguous,-0.053,1
CASE001004,routine,-0.381,1
CASE001005,routine,0.027,1
CASE001006,routine,-0.399,1
CASE001007,ambiguous,0.787,1
CASE001008,routine,-0.295,0
CASE001009,routine,-0.824,1
CASE001010,routine,-1.127,1
CASE001011,routine,-0.224,1
CASE001012,routine,0.013,1
CASE001013,routine,-0.183,1
CASE001014,routine,-0.167,1
CASE001015,ambiguous,0.671,1
CASE001016,routine,0.038,1
CASE001017,ambiguous,1.406,1
CASE001018,routine,-0.384,1
CASE001019,routine,-0.477,1
CASE001020,routine,-0.051,1
CASE001021,routine,-1.045,1
CASE001022,routine,-0.58,1
CASE001023,routine,-0.854,1
CASE001024,routine,-0.266,1
CASE001025,routine,-0.444,1
CASE001026,routine,-0.828,1
CASE001027,routine,-0.346,1
CASE001028,routine,-0.268,1
CASE001029,ambiguous,0.999,1
CASE001030,routine,-0.487,0
CASE001031,routine,-0.397,0
CASE001032,routine,-0.214,1
CASE001033,ambiguous,0.606,1
CASE001034,routine,-0.629,1
CASE001035,routine,-0.012,1
CASE001036,ambiguous,0.453,1
CASE001037,routine,-0.58,1
CASE001038,routine,-0.163,1
CASE001039,routine,-0.197,1
CASE001040,routine,-0.4,1
CASE001041,routine,-0.226,0
CASE001042,routine,-0.747,1
CASE001043,routine,-0.401,1
CASE001044,routine,-0.377,1
CASE001045,routine,-0.493,1
CASE001046,routine,-0.061,1
CASE001047,routine,-0.402,1
CASE001048,routine,-1.097,1
CASE001049,routine,-0.378,1
CASE001050,routine,0.031,1
CASE001051,routine,0.031,1
CASE001052,routine,-0.345,1
CASE001053,routine,-0.97,1
CASE001054,ambiguous,0.572,1
CASE001055,routine,-0.243,1
CASE001056,routine,-0.537,1
CASE001057,routine,-0.628,1
CASE001058,atypical,1.344,0
CASE001059,routine,-0.637,1
CASE001060,routine,-0.442,1
CASE001061,ambiguous,0.827,1
CASE001062,routine,-0.254,1
CASE001063,routine,-0.735,1
CASE001064,routine,-0.696,1
CASE001065,ambiguous,0.374,1
CASE001066,routine,-0.313,1
CASE001067,routine,-0.661,1
CASE001068,atypical,1.477,1
CASE001069,routine,-0.908,0
CASE001070,atypical,1.506,0
CASE001071,routine,-0.709,1
CASE001072,routine,-0.617,1
CASE001073,routine,-0.07,1
CASE001074,routine,-0.786,1
CASE001075,routine,-0.284,1
CASE001076,routine,-0.41,1
CASE001077,routine,-1.23,1
CASE001078,routine,-0.814,1
CASE001079,ambiguous,1.402,0
CASE001080,ambiguous,0.601,1
CASE001081,ambiguous,0.276,1
CASE001082,routine,-0.107,1
CASE001083,routine,-0.142,1
CASE001084,routine,-0.473,1
CASE001085,routine,-0.348,1
CASE001086,routine,-0.714,1
CASE001087,routine,-0.278,1
CASE001088,routine,-0.656,1
CASE001089,routine,-0.209,1
CASE001090,routine,-0.588,1
CASE001091,routine,-0.647,1
CASE001092,routine,-0.344,1
CASE001093,routine,-0.139,1
CASE001094,routine,-0.434,1
CASE001095,routine,-0.113,1
CASE001096,ambiguous,-0.001,1
CASE001097,routine,-0.393,1
CASE001098,ambiguous,0.647,1
CASE001099,ambiguous,0.921,1
CASE001100,routine,-0.173,1
CASE001101,routine,-0.787,1
CASE001102,ambiguous,0.214,1
CASE001103,routine,-0.044,1
CASE001104,routine,0.453,1
CASE001105,routine,-1.194,1
CASE001106,routine,-0.476,1
CASE001107,ambiguous,0.135,1
CASE001108,ambiguous,0.191,1
CASE001109,routine,-0.06,1
CASE001110,atypical,0.669,1
CASE001111,routine,-0.298,1
CASE001112,routine,-0.272,1
CASE001113,ambiguous,0.987,1
CASE001114,atypical,1.254,0
CASE001115,routine,-1.118,1
CASE001116,ambiguous,-0.038,1
CASE001117,ambiguous,0.207,1
CASE001118,routine,-0.287,1
CASE001119,routine,-0.309,1
CASE001120,routine,-0.284,1
CASE001121,ambiguous,0.328,1
CASE001122,routine,-0.087,1
CASE001123,ambiguous,0.403,1
CASE001124,routine,-0.269,1
CASE001125,atypical,0.863,1
CASE001126,atypical,1.237,0
CASE001127,routine,-0.442,1
CASE001128,routine,0.204,1
CASE001129,routine,-0.0,1
CASE001130,routine,-0.604,1
CASE001131,routine,-0.549,1
CASE001132,ambiguous,0.631,1
CASE001133,routine,-0.028,1
CASE001134,routine,-0.057,1
CASE001135,routine,-0.136,1
CASE001136,atypical,1.109,1
CASE001137,routine,-0.456,1
CASE001138,ambiguous,0.786,1
CASE001139,ambiguous,0.189,1
CASE001140,routine,-0.217,1
CASE001141,ambiguous,0.475,1
CASE001142,routine,-0.654,1
CASE001143,ambiguous,0.542,1
CASE001144,atypical,1.726,1
CASE001145,routine,-0.93,1
CASE001146,routine,-0.645,1
CASE001147,routine,-0.173,1
CASE001148,atypical,1.972,1
CASE001149,routine,-0.234,1
CASE001150,routine,-0.323,1
CASE001151,routine,-0.079,1
CASE001152,routine,-0.541,1
CASE001153,routine,0.309,0
CASE001154,routine,-0.821,1
CASE001155,ambiguous,0.259,1
CASE001156,routine,-0.293,1
CASE001157,atypical,1.021,1
CASE001158,routine,-0.932,1
CASE001159,routine,-0.171,1
CASE001160,routine,-0.568,1
CASE001161,routine,-0.341,1
CASE001162,routine,0.874,1
CASE001163,routine,-0.638,1
CASE001164,routine,0.574,1
CASE001165,routine,-0.561,1
CASE001166,routine,-0.152,1
CASE001167,routine,0.125,1
CASE001168,routine,-0.755,1
CASE001169,routine,-0.433,1
CASE001170,ambiguous,0.704,1
CASE001171,routine,-0.061,1
CASE001172,routine,-0.5,1
CASE001173,routine,-0.695,1
CASE001174,routine,0.052,1
CASE001175,routine,-0.444,1
CASE001176,ambiguous,0.367,1
CASE001177,ambiguous,0.659,1
CASE001178,routine,0.101,1
CASE001179,routine,-0.039,1
CASE001180,routine,-0.782,1
CASE001181,routine,-0.573,1
CASE001182,routine,-0.498,1
CASE001183,ambiguous,0.894,1
CASE001184,atypical,1.175,0
CASE001185,routine,0.071,1
CASE001186,routine,-0.397,1
CASE001187,routine,-0.616,1
CASE001188,routine,0.056,1
CASE001189,routine,-0.308,1
CASE001190,ambiguous,0.991,1
CASE001191,atypical,1.085,0
CASE001192,atypical,1.301,0
CASE001193,routine,-0.172,1
CASE001194,ambiguous,0.099,1
CASE001195,routine,-0.337,1
CASE001196,routine,-0.663,1
CASE001197,routine,-1.201,1
CASE001198,routine,0.465,1
CASE001199,atypical,1.367,0
CASE001200,ambiguous,0.288,1
CASE001201,atypical,1.272,1
CASE001202,routine,0.098,1
CASE001203,routine,-0.885,1
CASE001204,routine,-0.665,1
CASE001205,routine,-0.318,1
CASE001206,routine,-0.4,1
CASE001207,routine,-0.87,1
CASE001208,routine,-0.623,1
CASE001209,routine,-0.663,1
CASE001210,routine,-0.523,1
CASE001211,routine,-0.245,1
CASE001212,routine,-0.453,1
CASE001213,routine,-0.711,1
CASE001214,routine,-0.526,1
CASE001215,ambiguous,0.55,1
CASE001216,atypical,1.332,1
CASE001217,routine,0.528,1
CASE001218,routine,-0.432,1
CASE001219,ambiguous,0.398,1
CASE001220,routine,-0.091,1
CASE001221,atypical,1.161,1
CASE001222,routine,-0.907,1
CASE001223,routine,-0.297,1
CASE001224,routine,-0.684,1
CASE001225,routine,-0.763,1
CASE001226,routine,-0.765,1
CASE001227,routine,-0.692,1
CASE001228,ambiguous,0.111,1
CASE001229,routine,-0.394,1
CASE001230,routine,-0.0,1
CASE001231,routine,-0.813,1
CASE001232,routine,-0.944,1
CASE001233,ambiguous,0.589,1
CASE001234,routine,-0.376,1
CASE001235,routine,-0.751,1
CASE001236,routine,-0.438,1
CASE001237,routine,-0.482,1
CASE001238,routine,-0.927,1
CASE001239,routine,-0.18,1
CASE001240,ambiguous,0.387,0
CASE001241,routine,-0.612,1
CASE001242,routine,-0.31,1
CASE001243,routine,-0.485,1
CASE001244,routine,-0.557,1
CASE001245,routine,-0.556,1
CASE001246,ambiguous,0.194,1
CASE001247,routine,-0.454,1
CASE001248,routine,-0.02,1
CASE001249,ambiguous,-0.178,1
CASE001250,routine,-0.242,1
CASE001251,ambiguous,0.99,1
CASE001252,routine,-0.497,1
CASE001253,routine,-0.19,1
CASE001254,routine,0.141,1
CASE001255,routine,-0.061,1
CASE001256,routine,-0.608,1
CASE001257,atypical,1.955,0
CASE001258,routine,-0.566,1
CASE001259,routine,-0.684,1
CASE001260,routine,-0.688,1
CASE001261,routine,0.164,1
CASE001262,atypical,1.413,1
CASE001263,routine,-0.293,1
CASE001264,routine,-0.883,1
CASE001265,ambiguous,0.544,1
CASE001266,routine,0.213,1
CASE001267,routine,-0.34,1
CASE001268,ambiguous,0.225,1
CASE001269,routine,-0.363,1
CASE001270,routine,-0.401,1
CASE001271,routine,-0.668,1
CASE001272,routine,-0.852,1
CASE001273,atypical,1.705,0
CASE001274,routine,-0.155,1
CASE001275,ambiguous,0.146,1
CASE001276,routine,-0.419,1
CASE001277,routine,-0.11,1
CASE001278,ambiguous,0.272,1
CASE001279,ambiguous,0.76,1
CASE001280,ambiguous,0.685,0
CASE001281,routine,-0.461,1
CASE001282,routine,-0.681,1
CASE001283,ambiguous,0.703,1
CASE001284,routine,-0.665,1
CASE001285,routine,-0.821,1
CASE001286,routine,-0.124,1
CASE001287,ambiguous,0.155,1
CASE001288,routine,-0.046,1
CASE001289,routine,-0.918,1
CASE001290,ambiguous,0.663,1
CASE001291,routine,-0.861,1
CASE001292,ambiguous,0.37,1
CASE001293,routine,-0.341,1
CASE001294,atypical,1.358,1
CASE001295,routine,-0.763,1
CASE001296,routine,-0.721,1
CASE001297,ambiguous,0.984,1
CASE001298,routine,-0.008,1
CASE001299,routine,-0.348,1
CASE001300,routine,-0.257,1
CASE001301,routine,-0.314,1
CASE001302,ambiguous,0.399,1
CASE001303,routine,-1.399,1
CASE001304,routine,-0.174,1
CASE001305,routine,-0.231,1
CASE001306,routine,0.105,1
CASE001307,routine,-0.778,1
CASE001308,routine,0.247,1
CASE001309,routine,-0.272,1
CASE001310,routine,-0.361,1
CASE001311,routine,-0.35,0
CASE001312,atypical,1.197,0
CASE001313,atypical,1.459,1
CASE001314,routine,-0.249,1
CASE001315,routine,-0.42,1
CASE001316,routine,0.1,1
CASE001317,ambiguous,0.434,1
CASE001318,routine,-0.416,0
CASE001319,routine,-0.026,1
CASE001320,routine,-0.733,1
CASE001321,ambiguous,0.36,1
CASE001322,routine,-0.389,1
CASE001323,routine,-0.1,1
CASE001324,routine,-0.328,1
CASE001325,routine,-0.732,1
CASE001326,atypical,1.145,0
CASE001327,ambiguous,0.127,1
CASE001328,routine,-1.004,1
CASE001329,routine,0.05,1
CASE001330,routine,-0.354,1
CASE001331,routine,-0.363,1
CASE001332,routine,-0.084,1
CASE001333,ambiguous,0.344,1
CASE001334,routine,-0.57,1
CASE001335,routine,-0.67,1
CASE001336,routine,-0.209,1
CASE001337,routine,-0.118,1
CASE001338,routine,-0.965,1
CASE001339,routine,-0.629,1
CASE001340,ambiguous,0.815,1
CASE001341,ambiguous,0.344,1
CASE001342,routine,-0.614,1
CASE001343,routine,0.132,1
CASE001344,routine,-0.016,1
CASE001345,ambiguous,0.064,1
CASE001346,routine,0.476,1
CASE001347,ambiguous,0.021,1
CASE001348,routine,-0.315,1
CASE001349,routine,-0.314,1
CASE001350,routine,-0.142,1
CASE001351,ambiguous,1.008,0
CASE001352,routine,-0.889,1
CASE001353,routine,-0.632,1
CASE001354,routine,-0.145,1
CASE001355,routine,-0.025,1
CASE001356,ambiguous,0.454,1
CASE001357,routine,-0.034,1
CASE001358,atypical,1.408,0
CASE001359,routine,-0.146,0
CASE001360,atypical,1.535,1
CASE001361,routine,-0.367,1
CASE001362,routine,-0.284,1
CASE001363,ambiguous,0.87,1
CASE001364,routine,-0.764,1
CASE001365,ambiguous,0.035,1
CASE001366,routine,-0.275,1
CASE001367,routine,0.258,1
CASE001368,routine,-0.824,1
CASE001369,ambiguous,1.064,1
CASE001370,ambiguous,0.101,0
CASE001371,routine,-0.207,1
CASE001372,routine,-0.754,1
CASE001373,routine,-0.489,1
CASE001374,atypical,1.067,1
CASE001375,ambiguous,0.726,1
CASE001376,ambiguous,0.436,1
CASE001377,routine,-0.249,1
CASE001378,routine,-0.597,1
CASE001379,ambiguous,0.495,1
CASE001380,routine,-0.129,1
CASE001381,routine,-0.182,1
CASE001382,routine,-0.788,1
CASE001383,routine,-0.387,1
CASE001384,routine,0.22,1
CASE001385,routine,-0.702,1
CASE001386,ambiguous,-0.162,1
CASE001387,routine,-0.608,1
CASE001388,atypical,1.405,0
CASE001389,routine,-1.025,1
CASE001390,routine,-0.607,1
CASE001391,routine,0.114,1
CASE001392,routine,-0.739,1
CASE001393,routine,-0.923,1
CASE001394,routine,0.266,1
CASE001395,routine,-0.375,1
CASE001396,routine,-0.564,1
CASE001397,routine,-0.297,1
CASE001398,routine,-0.19,1
CASE001399,routine,-0.203,1
CASE001400,atypical,1.892,1
CASE001401,routine,-0.211,1
CASE001402,routine,-0.092,1
CASE001403,ambiguous,0.73,1
CASE001404,routine,-0.733,1
CASE001405,atypical,1.356,0
CASE001406,routine,-0.349,1
CASE001407,ambiguous,0.886,0
CASE001408,routine,-0.229,1
CASE001409,routine,0.13,1
CASE001410,routine,-0.575,1
CASE001411,atypical,1.218,0
CASE001412,routine,-0.141,1
CASE001413,ambiguous,1.411,1
CASE001414,routine,-0.865,1
CASE001415,routine,0.262,1
CASE001416,routine,-0.561,1
CASE001417,routine,-0.477,1
CASE001418,routine,-0.373,1
CASE001419,atypical,1.576,1
CASE001420,routine,-0.426,1
CASE001421,routine,-1.129,1
CASE001422,routine,-0.18,1
CASE001423,ambiguous,0.601,1
CASE001424,atypical,1.411,0
CASE001425,routine,-0.081,1
CASE001426,routine,-0.716,1
CASE001427,routine,-1.086,1
CASE001428,routine,-0.602,1
CASE001429,routine,-0.356,1
CASE001430,ambiguous,0.719,1
CASE001431,routine,-0.326,1
CASE001432,routine,0.096,1
CASE001433,routine,-0.549,1
CASE001434,routine,-0.647,1
CASE001435,routine,-0.066,1
CASE001436,routine,-0.848,1
CASE001437,atypical,1.049,0
CASE001438,routine,-0.246,1
CASE001439,routine,0.131,1
CASE001440,ambiguous,0.04,1
CASE001441,routine,0.041,1
CASE001442,atypical,1.408,0
CASE001443,routine,0.09,1
CASE001444,routine,-0.872,1
CASE001445,routine,0.054,1
CASE001446,routine,-0.997,1
CASE001447,routine,0.235,1
CASE001448,routine,0.136,1
CASE001449,routine,-0.228,1
CASE001450,ambiguous,1.224,1
CASE001451,ambiguous,0.77,0
CASE001452,ambiguous,0.792,0
CASE001453,atypical,1.876,0
CASE001454,routine,-0.435,1
CASE001455,routine,-0.118,1
CASE001456,routine,-0.0,0
CASE001457,routine,-0.888,1
CASE001458,routine,-0.308,1
CASE001459,routine,-0.839,1
CASE001460,atypical,0.963,1
CASE001461,ambiguous,0.96,1
CASE001462,ambiguous,0.608,1
CASE001463,ambiguous,0.872,1
CASE001464,routine,-0.513,1
CASE001465,atypical,0.918,0
CASE001466,routine,-0.464,1
CASE001467,routine,-0.624,1
CASE001468,routine,-0.198,1
CASE001469,routine,-0.368,1
CASE001470,routine,0.094,1
CASE001471,ambiguous,0.405,1
CASE001472,routine,-0.597,1
CASE001473,ambiguous,-0.099,0
CASE001474,routine,-0.406,1
CASE001475,routine,-0.929,1
CASE001476,ambiguous,1.118,1
CASE001477,routine,-0.378,1
CASE001478,routine,-0.973,1
CASE001479,routine,-0.155,1
CASE001480,routine,-0.507,1
CASE001481,ambiguous,1.036,1
CASE001482,routine,-0.1,1
CASE001483,routine,0.094,1
CASE001484,routine,-0.398,1
CASE001485,routine,-0.625,1
CASE001486,routine,-0.898,1
CASE001487,routine,-0.317,1
CASE001488,routine,-0.638,1
CASE001489,routine,-0.928,1
CASE001490,atypical,1.282,1
CASE001491,atypical,1.076,0
CASE001492,routine,-0.103,1
CASE001493,routine,-0.177,1
CASE001494,routine,0.021,1
CASE001495,routine,-0.615,1
CASE001496,routine,-0.573,1
CASE001497,routine,-0.723,1
CASE001498,routine,-0.486,1
CASE001499,routine,-0.684,1
CASE001500,routine,-0.157,1
CASE001501,routine,-0.536,1
CASE001502,routine,-0.367,1
CASE001503,routine,-0.845,1
CASE001504,ambiguous,0.539,1
CASE001505,routine,0.177,1
CASE001506,routine,-0.677,1
CASE001507,ambiguous,0.202,1
CASE001508,atypical,0.97,1
CASE001509,routine,0.21,1
CASE001510,routine,-0.627,1
CASE001511,ambiguous,0.549,1
CASE001512,ambiguous,0.69,1
CASE001513,routine,-0.543,1
CASE001514,atypical,1.013,0
CASE001515,routine,-1.017,1
CASE001516,ambiguous,-0.002,1
CASE001517,atypical,0.917,1
CASE001518,routine,-0.816,1
CASE001519,ambiguous,0.571,0
CASE001520,routine,-0.474,1
CASE001521,routine,0.165,1
CASE001522,routine,-0.522,1
CASE001523,routine,-1.482,1
CASE001524,routine,-1.036,1
CASE001525,ambiguous,0.55,1
CASE001526,routine,-0.311,1
CASE001527,ambiguous,1.101,1
CASE001528,routine,-0.522,1
CASE001529,routine,-0.214,1
CASE001530,routine,-0.686,1
CASE001531,routine,-0.488,1
CASE001532,atypical,1.968,0
CASE001533,routine,-0.164,1
CASE001534,routine,-0.527,1
CASE001535,ambiguous,1.211,0
CASE001536,routine,-0.261,1
CASE001537,routine,-0.877,0
CASE001538,atypical,0.844,0
CASE001539,routine,-1.17,1
CASE001540,ambiguous,0.518,1
CASE001541,routine,-0.131,1
CASE001542,routine,-0.265,1
CASE001543,routine,-0.766,1
CASE001544,routine,-0.243,1
CASE001545,routine,-1.277,1
CASE001546,routine,0.062,1
CASE001547,routine,-0.377,0
CASE001548,routine,0.189,1
CASE001549,routine,-0.517,1
CASE001550,routine,-0.818,1
CASE001551,routine,-0.461,1
CASE001552,routine,-0.47,1
CASE001553,routine,-0.389,1
CASE001554,atypical,1.514,0
CASE001555,ambiguous,0.144,1
CASE001556,routine,-0.136,1
CASE001557,ambiguous,0.608,1
CASE001558,ambiguous,0.512,1
CASE001559,routine,-0.011,1
CASE001560,atypical,1.457,1
CASE001561,atypical,0.943,1
CASE001562,routine,-0.586,1
CASE001563,routine,-1.064,1
CASE001564,routine,-0.25,1
CASE001565,atypical,1.663,0
CASE001566,routine,-0.529,1
CASE001567,routine,-0.565,1
CASE001568,routine,-0.591,1
CASE001569,routine,0.04,1
CASE001570,ambiguous,-0.119,1
CASE001571,routine,-0.14,1
CASE001572,routine,-0.191,1
CASE001573,atypical,0.859,0
CASE001574,ambiguous,0.484,1
CASE001575,ambiguous,0.693,1
CASE001576,routine,-0.372,1
CASE001577,routine,-0.566,0
CASE001578,routine,-0.43,1
CASE001579,routine,-0.552,1
CASE001580,routine,-1.078,1
CASE001581,routine,-1.179,1
CASE001582,routine,-0.628,1
CASE001583,routine,-0.571,1
CASE001584,ambiguous,0.775,1
CASE001585,routine,-0.457,1
CASE001586,routine,-0.425,1
CASE001587,atypical,0.889,1
CASE001588,routine,-0.25,1
CASE001589,ambiguous,0.952,1
CASE001590,routine,-0.015,1
CASE001591,routine,-0.216,1
CASE001592,routine,-0.386,1
CASE001593,ambiguous,0.161,1
CASE001594,routine,-0.312,1
CASE001595,routine,-1.04,1
CASE001596,atypical,1.772,1
CASE001597,routine,-0.886,1
CASE001598,routine,-0.349,1
CASE001599,routine,-0.67,1
CASE001600,ambiguous,0.965,1
CASE001601,routine,0.126,1
CASE001602,ambiguous,0.71,1
CASE001603,ambiguous,0.592,1
CASE001604,routine,-1.19,1
CASE001605,routine,0.392,1
CASE001606,routine,-0.189,1
